Player,Age,Tm,G,GS,MP,PER,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Year
Steven Adams\adamsst01,26,OKC,63,63,26.7,20.5,14,24,13.2,1.5,3.4,14.2,17.3,3.8,2.7,1.9,1.1,283,478,0.592,1,3,0.333,117,201,0.582,207,376,146,51,67,94,122,684,2020
Bam Adebayo\adebaba01,22,MIA,72,72,33.6,20.3,8.5,24.9,24.2,1.7,3.8,17.6,21.2,4.6,3.9,1.4,2,440,790,0.557,2,14,0.143,264,382,0.691,176,559,368,82,93,204,182,1146,2020
LaMarcus Aldridge\aldrila01,34,SAS,53,53,33.1,19.7,6.3,17.8,11.4,1,4.4,7.8,23.4,3,1.4,1.8,-0.5,391,793,0.493,61,157,0.389,158,191,0.827,103,289,129,36,87,74,128,1001,2020
Kyle Alexander\alexaky01,23,MIA,2,0,6.5,4.7,17.9,8.3,0,0,0,33.3,10.2,0,0,-6.1,-3.5,1,2,0.5,0,0,,0,0,,2,1,0,0,0,1,1,2,2020
Nickeil Alexander-Walker\alexani01,21,NOP,47,1,12.6,8.9,1.6,13.5,21.1,1.3,1.1,16.1,23.3,-0.7,0.4,-3.2,-1.4,98,266,0.368,46,133,0.346,25,37,0.676,9,75,89,17,8,54,57,267,2020
Grayson Allen\allengr01,24,MEM,38,0,18.9,12,1.2,11.1,10,0.7,0.2,10.9,17.6,0.8,0.4,-0.1,-1.2,117,251,0.466,57,141,0.404,39,45,0.867,8,77,52,10,2,33,53,330,2020
Jarrett Allen\allenja01,21,BRK,70,64,26.5,20.7,12.3,24.9,8.9,1,4.2,11.7,14.9,5.2,2.9,1.4,1,302,465,0.649,0,6,0,171,270,0.633,216,455,110,40,92,77,162,775,2020
Kadeem Allen\allenka01,27,NYK,10,0,11.7,14,1.8,6.6,27,2.1,1.6,14.1,20.6,0.1,0.1,-0.1,-0.6,19,44,0.432,5,16,0.313,7,11,0.636,2,7,21,5,2,8,7,50,2020
Al-Farouq Aminu\aminual01,29,ORL,18,2,21.1,7.6,6.6,18.4,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,-4.4,1.4,25,86,0.291,9,36,0.25,19,29,0.655,24,63,21,18,8,17,27,78,2020
Justin Anderson\anderju01,26,BRK,10,1,10.7,3.2,1,18.9,10.1,0,4.7,9.1,17.1,-0.2,0.1,-6.8,-0.9,10,38,0.263,6,29,0.207,2,4,0.5,1,20,8,0,6,4,13,28,2020
Kyle Anderson\anderky01,26,MEM,67,28,19.9,12.5,4.7,17.6,15.9,1.9,2.4,15.3,13.5,0.9,1.7,-1.5,2,157,331,0.474,24,85,0.282,52,78,0.667,58,227,162,54,37,66,111,390,2020
Ryan Anderson\anderry01,31,HOU,2,0,7,9.4,0,52.9,20.4,3.3,0,12.5,23.7,0,0,-3.3,0.5,2,7,0.286,1,5,0.2,0,0,,0,7,2,1,0,1,1,5,2020
Giannis Antetokounmpo\antetgi01,25,MIL,63,63,30.4,31.9,7.7,34.8,34.2,1.5,3,13.2,37.5,6.1,5,7.4,4.1,685,1238,0.553,89,293,0.304,398,629,0.633,140,716,354,61,66,230,195,1857,2020
Kostas Antetokounmpo\antetko01,22,LAL,5,0,4,16.3,11.1,5.4,13.7,0,0,20.5,10.3,0.1,0,0.2,-0.9,3,3,1,0,0,,1,2,0.5,2,1,2,0,0,1,2,7,2020
Thanasis Antetokounmpo\antetth01,27,MIL,20,2,6.5,12.2,9.8,8.7,16.3,2.5,1.4,17.8,21.6,-0.1,0.2,-4.6,1.4,24,48,0.5,0,10,0,7,17,0.412,12,12,15,7,2,12,18,55,2020
Carmelo Anthony\anthoca01,35,POR,58,58,32.8,12.4,4,16.1,6.4,1.2,1.2,10.5,21.2,0.4,0.9,-1.8,-1.8,336,782,0.43,87,226,0.385,136,161,0.845,71,297,85,49,27,100,171,895,2020
OG Anunoby\anunoog01,22,TOR,69,68,29.9,13.2,4.2,14.2,7.5,2.2,2.1,11.5,14.3,2.1,3.7,-0.8,1.9,286,566,0.505,89,228,0.39,72,102,0.706,80,284,108,96,45,79,167,733,2020
Ryan Arcidiacono\arcidry01,25,CHI,58,4,16,9,2.3,11.2,14.3,1.4,0.3,13.5,12.5,0.7,0.7,-2.7,-0.1,90,220,0.409,54,138,0.391,27,38,0.711,20,90,96,27,3,37,96,261,2020
Trevor Ariza\arizatr01,34,TOT,53,21,28.2,11,2.5,15.7,8,2.2,0.9,13.6,11.8,1.3,1.2,-1.4,0.9,142,324,0.438,77,207,0.372,62,74,0.838,34,212,91,69,15,56,111,423,2020
Trevor Ariza\arizatr01,34,SAC,32,0,24.7,9.4,2.9,18.2,8.3,2.1,0.8,13.7,11.2,0.3,0.8,-1.9,1.3,64,165,0.388,43,122,0.352,21,27,0.778,21,125,50,35,7,28,63,192,2020
Trevor Ariza\arizatr01,34,POR,21,21,33.4,12.8,2,12.8,7.6,2.3,1,13.5,12.5,1,0.4,-0.9,0.4,78,159,0.491,34,85,0.4,41,47,0.872,13,87,41,34,8,28,48,231,2020
D.J. Augustin\augusdj01,32,ORL,57,13,24.9,14,1.6,7.8,26.8,1.2,0.1,13.7,19.1,2,0.9,-0.3,-1.3,184,461,0.399,70,201,0.348,161,181,0.89,22,100,262,34,1,86,72,599,2020
Deandre Ayton\aytonde01,21,PHO,38,32,32.5,20,13,26.3,9.7,1,4.1,11.6,23.7,1.5,1.6,0.8,-0.4,310,568,0.546,3,13,0.231,67,89,0.753,147,289,72,26,58,80,117,690,2020
Dwayne Bacon\bacondw01,24,CHO,39,11,17.6,6.1,2.3,14,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-5.9,-0.9,85,244,0.348,19,67,0.284,35,53,0.66,15,85,52,23,2,37,52,224,2020
Marvin Bagley III\baglema01,20,SAC,13,6,25.7,15.6,9.5,23.5,4.9,0.9,3.4,9.1,25.8,0,0.3,-2.2,-1.3,78,167,0.467,4,22,0.182,25,31,0.806,29,68,10,6,12,18,43,185,2020
Lonzo Ball\balllo01,22,NOP,63,54,32.1,13.1,3.7,16.4,29.1,2,1.6,21.1,18.5,0.4,2,0.1,0.6,277,687,0.403,148,395,0.375,43,76,0.566,71,312,438,88,38,193,128,745,2020
Mo Bamba\bambamo01,21,ORL,62,0,14.2,17.5,11.9,25.6,7.2,1.3,8.8,12.1,17.1,0.8,1.7,-1.2,1.6,132,286,0.462,37,107,0.346,31,46,0.674,100,202,42,23,86,42,116,332,2020
J.J. Barea\bareajo01,35,DAL,29,6,15.5,14.6,2.4,9.9,37.1,0.5,0.4,14.9,24.2,0.5,0.2,1.6,-3,85,207,0.411,32,85,0.376,20,22,0.909,10,43,112,5,2,38,27,222,2020
Harrison Barnes\barneha02,27,SAC,72,72,34.5,13.3,3.4,12.9,9.2,0.8,0.5,8.8,17.4,3.4,1.1,0,-1.3,365,793,0.46,102,268,0.381,214,267,0.801,77,278,159,43,12,88,93,1046,2020
RJ Barrett\barrerj01,19,NYK,56,55,30.4,10.7,3,14.8,12.8,1.6,0.9,12.9,24,-1.6,1.1,-2.9,-1.5,292,727,0.402,63,197,0.32,156,254,0.614,50,229,143,55,17,124,122,803,2020
Will Barton\bartowi01,29,DEN,58,58,33,15.6,4.5,16.9,16,1.6,1.4,9.9,20.1,2.4,1.8,1.2,-0.2,332,738,0.45,108,288,0.375,102,133,0.767,76,289,212,61,29,88,121,874,2020
Keita Bates-Diop\bateske01,24,TOT,44,0,16.9,12.4,3.5,15.1,5.8,1.2,2.7,6,15.8,0.6,0.6,-1,-0.4,100,234,0.427,34,103,0.33,54,75,0.72,25,102,30,19,24,17,43,288,2020
Keita Bates-Diop\bateske01,24,MIN,37,0,17.5,12.5,3.3,15.1,6.7,1.2,2.6,5.6,15.8,0.6,0.5,-0.8,-0.1,87,206,0.422,31,94,0.33,46,65,0.708,21,89,30,17,20,14,36,251,2020
Keita Bates-Diop\bateske01,24,DEN,7,0,14,12.1,4.6,14.8,0,1,3.8,8.5,15.7,0.1,0.1,-2.2,-2.7,13,28,0.464,3,9,0.333,8,10,0.8,4,13,0,2,4,3,7,37,2020
Nicolas Batum\batumni01,31,CHO,22,3,23,9.2,5.2,16.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,-2.8,0.9,28,81,0.346,14,49,0.286,9,10,0.9,25,75,66,17,8,22,41,79,2020
Aron Baynes\baynear01,33,PHO,42,28,22.2,15.2,8.3,20,10.9,0.5,2.1,10.8,21.1,1.3,0.8,-0.2,-0.8,183,381,0.48,59,168,0.351,56,75,0.747,71,166,67,10,23,50,141,481,2020
Kent Bazemore\bazemke01,30,TOT,68,21,24.8,9.3,1.7,17.1,7.4,2.1,2.1,13.2,17.5,-0.9,1.5,-3.4,0.3,200,534,0.375,84,244,0.344,113,147,0.769,27,267,93,74,40,91,196,597,2020
Kent Bazemore\bazemke01,30,POR,43,21,25.8,7.5,1.2,14.8,7.1,1.9,2.4,14.4,15.9,-1,0.8,-3.6,0.4,113,326,0.347,56,171,0.327,58,72,0.806,13,159,61,45,31,60,121,340,2020
Kent Bazemore\bazemke01,30,SAC,25,0,23.1,12.6,2.7,21.6,8,2.4,1.5,11.4,20.4,0.1,0.7,-3,0.3,87,208,0.418,28,73,0.384,55,75,0.733,14,108,32,29,9,31,75,257,2020
Darius Bazley\bazleda01,19,OKC,61,9,18.5,9.6,3,20.5,5.1,1,3.1,11.6,15.1,-0.5,1.5,-2.1,0.5,125,317,0.394,49,141,0.348,43,62,0.694,30,216,41,23,41,45,55,342,2020
Bradley Beal\bealbr01,26,WAS,57,57,36,23.2,2.7,10.5,29.5,1.6,1,11.4,34.4,4.5,0.6,5.3,-2.4,593,1303,0.455,170,481,0.353,385,457,0.842,52,190,347,71,23,194,126,1741,2020
Malik Beasley\beaslma01,23,TOT,55,14,22,12.7,1.6,11.9,9.4,1.6,0.6,9.2,21.8,0.4,0.8,-0.7,-1.4,227,534,0.425,107,276,0.388,54,66,0.818,18,130,75,40,8,57,77,615,2020
Malik Beasley\beaslma01,23,DEN,41,0,18.2,10.5,1.4,10.2,9.1,2.1,0.7,10.2,20.6,-0.2,0.6,-2.2,-0.7,117,301,0.389,58,161,0.36,33,38,0.868,9,68,48,31,6,36,50,325,2020
Malik Beasley\beaslma01,23,MIN,14,14,33.1,16.2,2,14.7,9.8,0.9,0.4,7.9,23.7,0.5,0.2,1.7,-2.4,110,233,0.472,49,115,0.426,21,28,0.75,9,62,27,9,2,21,27,290,2020
Marco Belinelli\belinma01,33,SAS,57,0,15.5,10.8,0.9,11.2,10.7,0.6,0.1,5.3,17.5,0.7,0.2,-0.7,-2,123,314,0.392,67,178,0.376,48,58,0.828,7,92,69,12,1,19,45,361,2020
Jordan Bell\belljo01,25,TOT,29,0,8.8,13.9,12,21.8,8.9,0.5,3.2,20.7,16.4,0.2,0.2,-1.4,-1.1,35,67,0.522,4,12,0.333,19,31,0.613,30,51,16,3,10,21,19,93,2020
Jordan Bell\belljo01,25,MIN,27,0,8.7,14.1,12.1,23.3,8.6,0.4,3.5,19.8,15.9,0.2,0.2,-1.5,-1.1,32,60,0.533,2,9,0.222,17,29,0.586,28,50,14,2,10,18,17,83,2020
Jordan Bell\belljo01,25,MEM,2,0,10.5,12.6,10.2,4.9,12.9,2.2,0,27.6,21.6,0,0,-0.5,-1,3,7,0.429,2,3,0.667,2,2,1,2,1,2,1,0,3,2,10,2020
DeAndre' Bembry\bembrde01,25,ATL,43,4,21.3,9.6,4,14.1,12.3,2.8,1.7,19.4,14,-0.5,0.8,-3.5,1.1,104,228,0.456,15,65,0.231,26,48,0.542,34,118,81,55,19,60,84,249,2020
Dragan Bender\bendedr01,22,TOT,16,3,17.9,10.9,5.9,21.1,14.4,0.7,2.8,17.6,17.7,0,0.3,-3,0.1,41,92,0.446,15,43,0.349,10,14,0.714,16,57,28,4,9,21,42,107,2020
Dragan Bender\bendedr01,22,MIL,7,0,13,8.4,0,20.5,12.5,0,4.8,18.3,12.4,0,0.2,-4.4,3,10,21,0.476,4,9,0.444,2,3,0.667,0,20,9,0,5,5,16,26,2020
Dragan Bender\bendedr01,22,GSW,9,3,21.7,12.1,8.6,21.3,15.2,1,1.8,17.4,20.1,0,0.1,-2.4,-1.2,31,71,0.437,11,34,0.324,8,11,0.727,16,37,19,4,4,16,26,81,2020
Dāvis Bertāns\bertada01,27,WAS,54,4,29.3,15.5,2.3,15.1,8.4,1.1,1.8,8.2,19,3,0.5,2.7,-1.8,265,610,0.434,200,472,0.424,104,122,0.852,35,210,92,37,33,59,139,834,2020
Patrick Beverley\beverpa01,31,LAC,51,50,26.3,12.5,4.5,15.8,18.2,1.9,1.6,15.4,13.3,1.6,2,-0.3,2.5,147,341,0.431,80,206,0.388,31,47,0.66,57,209,183,54,25,66,156,405,2020
Khem Birch\birchkh01,27,ORL,48,24,19.2,11.7,10.3,15.6,7.3,1.1,2.3,14.2,10.2,1.2,0.9,-2.5,0.2,73,143,0.51,0,1,0,66,101,0.653,91,129,50,20,23,31,91,212,2020
Goga Bitadze\bitadgo01,20,IND,54,2,8.7,12.1,5.9,18.7,6.7,1,6.9,14.5,17.9,-0.1,0.8,-4.1,1.8,70,150,0.467,8,42,0.19,24,33,0.727,25,81,23,10,37,28,65,172,2020
Bismack Biyombo\biyombi01,27,CHO,53,29,19.4,16.1,12.3,20.7,7.8,0.5,4.4,12.2,16.8,1.5,0.9,-1.8,-0.7,151,278,0.543,0,0,,91,151,0.603,120,188,50,10,49,48,116,393,2020
Nemanja Bjelica\bjeline01,31,SAC,72,67,27.9,15.7,6.1,19.9,14.7,1.5,1.9,12.5,17,3.4,1.9,1.2,0.5,314,653,0.481,134,320,0.419,69,84,0.821,111,347,203,62,40,99,216,831,2020
Eric Bledsoe\bledser01,30,MIL,61,61,27,17.6,2.8,13.5,28.7,1.6,1.4,15.7,23.7,2.4,3,0.8,1.1,334,703,0.475,74,215,0.344,169,214,0.79,43,239,328,57,26,148,128,911,2020
Bogdan Bogdanović\bogdabo01,27,SAC,61,28,29,15.1,1.6,11.8,18,1.8,0.8,11.1,22.6,1.8,1.3,1.2,-0.5,337,766,0.44,164,441,0.372,86,116,0.741,26,181,207,64,15,102,133,924,2020
Bojan Bogdanović\bogdabo02,30,UTA,63,63,33.1,15.6,2.1,11.2,10,0.8,0.3,13.1,25.5,2.6,1.6,1.6,-1.5,418,935,0.447,189,457,0.414,250,277,0.903,39,220,131,34,7,159,110,1275,2020
Bol Bol\bolbo01,20,DEN,7,0,12.4,14.4,6.4,18,9.8,1.1,6.4,23.6,21.2,0,0.1,-2.1,-0.7,14,28,0.5,4,9,0.444,8,10,0.8,5,14,6,2,6,10,11,40,2020
Jonah Bolden\boldejo01,24,TOT,7,0,6.7,4.9,7,14.3,0,3,3.7,13.6,13.4,-0.1,0.1,-8.7,-0.1,4,11,0.364,0,4,0,2,4,0.5,3,6,0,3,2,2,10,10,2020
Jonah Bolden\boldejo01,24,PHI,4,0,3.5,-2,0,7.9,0,3.5,0,34,18.1,-0.1,0,-13.9,-0.7,2,3,0.667,0,1,0,0,2,0,0,1,0,1,0,2,4,4,2020
Jonah Bolden\boldejo01,24,PHO,3,0,11,7.9,10,17,0,2.9,5.3,0,11.4,0,0.1,-6.5,0.2,2,8,0.25,0,3,0,2,2,1,3,5,0,2,2,0,6,6,2020
Marques Bolden\boldema01,21,CLE,1,0,3,19.8,0,74.7,0,16.2,0,,0,0,0,-5.9,11.3,0,0,,0,0,,0,0,,0,2,0,1,0,0,1,0,2020
Jordan Bone\bonejo01,22,DET,10,0,5.3,0.8,0,8.7,21,0.9,0,9.1,18.1,-0.1,0,-9.1,-2.8,5,20,0.25,2,10,0.2,0,0,,0,4,8,1,0,2,6,12,2020
Isaac Bonga\bongais01,20,WAS,66,49,18.9,10.2,6,13.8,7.9,1.7,1.5,17.6,11,1.2,0.6,-2.7,-0.1,118,234,0.504,25,71,0.352,69,85,0.812,71,151,76,45,22,58,156,330,2020
Devin Booker\bookede01,23,PHO,70,70,35.9,20.6,1.3,12,30,0.9,0.6,14.9,30,6,1.5,3.4,-1.3,627,1283,0.489,141,398,0.354,468,509,0.919,29,268,456,49,18,264,213,1863,2020
Chris Boucher\bouchch01,27,TOR,62,0,13.2,20.7,14.1,21.4,4.8,1.3,7.3,7.4,19.7,2.1,1.8,1,1,141,299,0.472,38,118,0.322,91,116,0.784,107,170,26,22,61,28,114,411,2020
Brian Bowen\bowenbr02,21,IND,6,1,5.2,0.1,3.6,21,0,0,2.8,9.1,15.6,-0.1,0,-9.1,-1.6,3,10,0.3,0,2,0,0,0,,1,6,0,0,1,1,3,6,2020
Ky Bowman\bowmaky01,22,GSW,45,12,22.6,9.1,2.5,10.7,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-4,-0.3,134,321,0.417,33,107,0.308,34,41,0.829,24,97,131,44,10,70,102,335,2020
Avery Bradley\bradlav01,29,LAL,49,44,24.2,8.9,1.7,8.9,7.2,1.7,0.4,10.7,15.7,0.2,1.4,-3,0.5,170,383,0.444,63,173,0.364,20,24,0.833,18,97,63,43,5,47,110,423,2020
Tony Bradley\bradlto01,22,UTA,58,3,11.4,21.7,19.1,25,5.4,1,4.1,12.5,15.8,2.2,1.1,1,0.3,126,189,0.667,3,3,1,30,46,0.652,111,156,23,14,33,30,115,285,2020
Jarrell Brantley\brantja01,23,UTA,9,0,10.7,8,2.4,19.9,15.8,1.5,4.3,19.5,16.3,-0.2,0.1,-5.3,0.7,10,28,0.357,3,13,0.231,1,2,0.5,2,18,11,3,5,7,7,24,2020
Ignas Brazdeikis\brazdig01,21,NYK,9,0,5.9,3.2,3.9,6.2,10.6,0,1.8,7.6,21,-0.1,0,-5.1,-3.9,6,22,0.273,1,9,0.111,4,5,0.8,2,3,4,0,1,2,3,17,2020
Corey Brewer\breweco01,33,SAC,5,0,6.6,8.7,6.7,21,7.7,5.9,0,27.3,9.6,0,0.1,-6.9,3.8,2,4,0.5,0,1,0,1,3,0.333,2,6,2,4,0,2,7,5,2020
Mikal Bridges\bridgmi01,23,PHO,73,32,28,12.9,3.5,12.4,8.6,2.4,2,12,12.7,2.5,2.3,-0.6,1.5,247,484,0.51,70,194,0.361,103,122,0.844,66,226,129,102,46,73,163,667,2020
Miles Bridges\bridgmi02,21,CHO,65,64,30.7,12.1,4.6,15.6,9.4,1,2.2,10.5,20,0.3,1.3,-1.5,-1,319,753,0.424,99,300,0.33,106,131,0.809,88,274,114,40,48,95,132,843,2020
Oshae Brissett\brissos01,21,TOR,19,0,7.1,6.7,7.2,13,7,1.4,0.7,14.8,15,-0.1,0.2,-5.8,0.4,13,36,0.361,3,15,0.2,8,10,0.8,9,17,7,4,1,7,18,37,2020
Ryan Broekhoff\broekry01,29,DAL,17,1,10.6,13.1,3,21.9,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.3,22,59,0.373,20,51,0.392,7,8,0.875,5,38,11,5,4,6,15,71,2020
Malcolm Brogdon\brogdma01,27,IND,54,54,30.9,17.7,3.1,14.1,33.8,1,0.5,13.7,25.2,2.3,1.7,2.3,-0.5,326,744,0.438,75,230,0.326,166,186,0.892,46,216,381,35,10,131,98,893,2020
Dillon Brooks\brookdi01,24,MEM,73,73,28.9,11.3,3.5,8.6,10.5,1.4,1.1,9.7,25.2,-0.4,1.6,-2.6,-1.4,435,1068,0.407,147,411,0.358,164,203,0.808,68,175,150,63,27,124,278,1181,2020
Bruce Brown\brownbr01,23,DET,58,43,28.2,11.9,4.2,15,20.4,1.9,1.5,16.7,16,0.7,1.4,-2,0.8,198,447,0.443,33,96,0.344,88,119,0.739,61,213,230,63,29,100,162,517,2020
Charlie Brown\brownch02,22,ATL,10,0,4,11,5.3,5.5,7.3,2.3,4.2,12.4,25.1,0,0,-1.1,-1.4,6,19,0.316,3,9,0.333,5,5,1,2,2,2,2,2,3,3,20,2020
Jaylen Brown\brownja02,23,BOS,57,57,33.9,16.9,3.5,16.5,9.7,1.6,1,11.2,24.7,2.3,2.6,1,-0.2,427,887,0.481,129,338,0.382,176,243,0.724,62,302,118,65,20,125,167,1159,2020
Moses Brown\brownmo01,20,POR,9,0,3.7,6.7,9.6,34.5,4,1.4,2.6,18.2,21.2,-0.1,0,-8.2,-1.8,4,10,0.4,0,0,,3,8,0.375,3,11,1,1,1,3,7,11,2020
Sterling Brown\brownst02,24,MIL,52,1,14.8,9.5,4.3,18.5,8.6,1.7,0.8,13.3,17,-0.4,1.5,-3,1,95,256,0.371,44,136,0.324,32,40,0.8,31,152,51,29,7,42,54,266,2020
Troy Brown Jr.\browntr01,20,WAS,69,22,25.8,13.7,4.5,19.6,14.1,2.2,0.3,10.4,17.8,1.3,1.2,-0.8,-0.4,273,622,0.439,61,179,0.341,109,139,0.784,76,307,178,85,7,79,132,716,2020
Jalen Brunson\brunsja01,23,DAL,57,16,17.9,14.9,2.3,11.3,27,1,0.3,13.6,20.4,1.6,0.6,0.1,-1,181,388,0.466,43,120,0.358,61,75,0.813,22,112,188,22,4,66,74,466,2020
Thomas Bryant\bryanth01,22,WAS,46,36,24.9,21.1,9,23.1,11.1,1,3.7,10.2,18.9,3.1,0.8,2.9,-0.7,243,418,0.581,37,91,0.407,86,116,0.741,98,233,83,25,49,53,103,609,2020
Reggie Bullock\bullore01,28,NYK,29,19,23.6,9.3,2,8.8,8.8,1.8,0.4,7.5,15.6,0.2,0.3,-2.8,-0.3,90,224,0.402,37,111,0.333,17,21,0.81,13,55,42,25,3,19,56,234,2020
Trey Burke\burketr01,27,TOT,33,1,15.8,15.6,3.4,7,23.7,1.5,0.3,8.7,20,1,0.4,0.8,-1,94,209,0.45,32,75,0.427,23,29,0.793,16,34,83,16,2,21,33,243,2020
Trey Burke\burketr01,27,PHI,25,0,13.2,15.4,5,6.7,23.9,1,0.3,8.2,19.2,0.6,0.2,0.7,-1.2,59,127,0.465,16,38,0.421,13,18,0.722,15,20,53,7,1,12,21,147,2020
Trey Burke\burketr01,27,DAL,8,1,23.9,16,0.6,7.6,23.2,2.3,0.4,9.4,21.4,0.3,0.2,1,-0.8,35,82,0.427,16,37,0.432,10,11,0.909,1,14,30,9,1,9,12,96,2020
Alec Burks\burksal01,28,TOT,66,19,26.6,16.7,2.9,14.9,17.2,1.7,0.9,9.3,23.8,2.5,1.2,1.2,-0.7,321,768,0.418,116,301,0.385,235,265,0.887,48,234,189,62,17,91,128,993,2020
Alec Burks\burksal01,28,GSW,48,18,29,16.1,2.8,15.3,17.4,1.7,1.1,9.8,23.8,1.6,0.9,0.7,-0.6,244,601,0.406,84,224,0.375,201,224,0.897,37,189,151,50,17,76,107,773,2020
Alec Burks\burksal01,28,PHI,18,1,20.2,19,3.3,13.7,16.3,1.6,0,7.5,23.7,0.9,0.4,3.1,-1.1,77,167,0.461,32,77,0.416,34,41,0.829,11,45,38,12,0,15,21,220,2020
Deonte Burton\burtode02,26,OKC,39,0,9.1,4.3,2.2,15.1,6.8,1,2.4,12.7,18.5,-0.9,0.4,-6.3,-0.5,43,125,0.344,10,53,0.189,8,14,0.571,7,50,17,7,10,19,34,104,2020
Jimmy Butler\butleji01,30,MIA,58,58,33.8,23.6,6.3,15.4,28.1,2.6,1.6,11.4,25.1,6.3,2.7,4,1.5,345,758,0.455,29,119,0.244,438,525,0.834,106,280,350,103,32,127,81,1157,2020
Bruno Caboclo\cabocbr01,24,TOT,30,0,8.1,14.1,10,15.8,6.8,2.9,6.1,12.3,18,0,0.4,-3,0.9,38,89,0.427,6,33,0.182,8,9,0.889,23,37,12,15,17,13,31,90,2020
Bruno Caboclo\cabocbr01,24,MEM,22,0,8.7,11.9,9.5,14.5,7.1,2.4,5.5,9.1,16.8,-0.1,0.3,-3.4,0.7,28,69,0.406,4,25,0.16,2,3,0.667,17,27,10,10,12,7,23,62,2020
Bruno Caboclo\cabocbr01,24,HOU,8,0,6.5,22.1,12,20.3,5.9,4.4,8.2,20.9,22.8,0,0.1,-1.4,1.6,10,20,0.5,2,8,0.25,6,6,1,6,10,2,5,5,6,8,28,2020
Devontae Cacok\cacokde01,23,LAL,1,0,9,28.6,24.6,36.1,20.3,0,0,0,28.1,0,0,4.8,-4.6,3,6,0.5,0,0,,0,0,,2,3,1,0,0,0,0,6,2020
Kentavious Caldwell-Pope\caldwke01,26,LAL,69,26,25.5,11,2.4,6.4,8.5,1.5,0.7,10.1,14.7,1.9,1.9,-1.2,0.4,237,507,0.467,92,239,0.385,79,102,0.775,38,104,111,57,14,62,128,645,2020
Vlatko Čančar\cancavl01,22,DEN,14,0,3.2,11.4,12.5,12.4,9.1,1.1,2.1,15.2,19.1,0,0,-3.4,-1.2,6,15,0.4,1,6,0.167,4,4,1,5,5,3,1,1,3,7,17,2020
Clint Capela\capelca01,25,HOU,39,39,32.8,20.6,13.6,30.5,5.7,1.2,4.8,12.7,16.1,2.8,2.1,1,0.4,244,388,0.629,0,0,,55,104,0.529,168,369,48,33,72,63,102,543,2020
DeMarre Carroll\carrode01,33,TOT,24,0,12.1,9.1,4.4,15.8,11.2,1.3,1.5,16.8,14.8,0,0.2,-3.1,-0.7,25,66,0.379,8,33,0.242,29,42,0.69,12,43,25,8,5,17,32,87,2020
DeMarre Carroll\carrode01,33,SAS,15,0,9,4.9,5.6,19.2,10.1,0.7,1.3,20.9,15.3,-0.2,0.1,-5.9,-1.1,9,29,0.31,3,13,0.231,12,20,0.6,7,24,11,2,2,10,20,33,2020
DeMarre Carroll\carrode01,33,HOU,9,0,17.2,12.8,3.3,13,12.2,1.8,1.7,13,14.3,0.2,0.2,-0.7,-0.4,16,37,0.432,5,20,0.25,17,22,0.773,5,19,14,6,3,7,12,54,2020
Jevon Carter\carteje01,24,PHO,58,2,16.3,11.3,3.5,10.5,11.9,2.4,1.6,11.2,12.9,0.8,1,-0.7,1.3,101,243,0.416,62,146,0.425,23,27,0.852,30,88,84,47,17,32,86,287,2020
Vince Carter\cartevi01,43,ATL,60,0,14.6,7.5,2.2,13.2,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-3.1,-1.2,107,304,0.352,61,202,0.302,23,29,0.793,18,106,48,23,25,33,90,298,2020
Wendell Carter Jr.\cartewe01,20,CHI,43,43,29.2,15.5,11.6,24.6,6,1.3,2.7,14.9,16.4,1.7,1.6,-2.1,-0.3,183,343,0.534,6,29,0.207,112,152,0.737,139,266,51,33,36,72,162,484,2020
Michael Carter-Williams\cartemi01,28,ORL,45,0,18.5,15.3,5.8,13.5,19.1,2.9,2.4,14.7,18.3,0.7,1.2,-1.5,1.6,111,260,0.427,22,75,0.293,79,95,0.832,46,101,109,49,22,52,87,323,2020
Alex Caruso\carusal01,25,LAL,64,2,18.4,10.8,1.6,9.8,13.6,2.8,1.4,13.8,13.8,0.5,1.8,-2.6,2.4,120,291,0.412,40,120,0.333,69,94,0.734,17,106,124,70,18,53,98,349,2020
Willie Cauley-Stein\caulewi01,26,TOT,54,39,20.3,17,8,23.3,9.9,2.1,5,10.8,14.4,1.5,1.5,-1.2,1.7,175,302,0.579,0,1,0,40,66,0.606,84,231,70,49,61,40,121,390,2020
Willie Cauley-Stein\caulewi01,26,GSW,41,37,22.9,16.2,7.9,22,9.9,2.3,4.8,11,14.4,1,1.2,-1.6,1.6,144,257,0.56,0,0,,35,57,0.614,71,184,60,45,50,35,102,323,2020
Willie Cauley-Stein\caulewi01,26,DAL,13,2,12.1,22.2,8.8,31,9.6,1.2,6,9.3,14.7,0.5,0.3,0.9,2.2,31,45,0.689,0,1,0,5,9,0.556,13,47,10,4,11,5,19,67,2020
